region_name,region_code,country_name,country_code,reporting_year,reporting_level,survey_acronym,survey_coverage,survey_year,welfare_type,survey_comparability,comparable_spell,poverty_line,headcount,poverty_gap,poverty_severity,watts,mean,median,mld,gini,polarization,decile1,decile2,decile3,decile4,decile5,decile6,decile7,decile8,decile9,decile10,cpi,ppp,reporting_pop,reporting_gdp,reporting_pce,is_interpolated,distribution_type,estimation_type
Other High Income Countries,OHI,Italy,ITA,2004,national,EU-SILC,national,2004,income,1,2003 - 2018,2.15,0.00604520633020004,0.004899709236953213,0.004321427058842585,0.0038241461664103673,48.988272614409446,41.24742844241576,0.22205928922509874,0.3429511626302363,0.278236010728483,0.024174472401905775,0.04432199608237687,0.05610157781416217,0.06698889696683266,0.07838874175838634,0.09051591024712441,0.10434359256313414,0.12208359706160449,0.14991562076952203,0.2631655943349259,0.8205093799914103,0.767221033573151,57685327,33137.147101447496,19715.350287726815,FALSE,micro,survey
Other High Income Countries,OHI,Italy,ITA,2005,national,EU-SILC,national,2005,income,1,2003 - 2018,2.15,0.00647290218223953,0.005019506418893382,0.004588630745873416,0.002666282111141026,48.22957202050018,41.09313535869094,0.2170656313165475,0.33833605562374447,0.2807936214814535,0.02374025496905591,0.04387270405952365,0.05630334492387845,0.06774583788626742,0.07936747297355456,0.09161250696106593,0.10560500107697979,0.12444778134169948,0.15245483739044263,0.2548502584175375,0.8367988866962163,0.767221033573151,57969484,33244.39754725965,19890.751166808306,FALSE,micro,survey
Other High Income Countries,OHI,Italy,ITA,2006,national,EU-SILC,national,2006,income,1,2003 - 2018,2.15,0.006534362451797226,0.004997420256846819,0.004487291980914884,0.001977710142461643,49.16031292689513,41.755298526025406,0.2125989501433092,0.3369739603399532,0.27746347011521244,0.024828768215656886,0.044386178505226706,0.05639204417988801,0.06785941822437347,0.0791566612382445,0.0909116438659065,0.10496172254440889,0.12349483252715837,0.1517354951081039,0.25627323559102955,0.8542950339240449,0.767221033573151,58143979,33738.12916407982,20097.40971108201,FALSE,micro,survey
Other High Income Countries,OHI,Italy,ITA,2007,national,EU-SILC,national,2007,income,1,2003 - 2018,2.15,0.006802429744885187,0.005069228263363425,0.0045158110294517195,0.0025451273802358314,49.46439700793264,42.63774317150447,0.20588485774778004,0.3289073563667704,0.27185189780504,0.025194539868482718,0.04545974079444641,0.057457141287559035,0.06880721035333581,0.08005670651261806,0.09235421648543446,0.10593322491094986,0.12421436261479707,0.15129073866479303,0.24923211850759086,0.8699264113497475,0.767221033573151,58438310,34067.387033839856,20233.561371569394,FALSE,micro,survey
Other High Income Countries,OHI,Italy,ITA,2008,national,EU-SILC,national,2008,income,1,2003 - 2018,2.15,0.007041794906372188,0.004957709682187761,0.004336052392205379,0.00315015495029304,48.7478145622979,41.566352251283185,0.21691669466772812,0.3377010232366898,0.27838874832792,0.02413676336595393,0.04458404485662096,0.05630798750887249,0.0675866473553397,0.07921188963954057,0.09184366653462328,0.10562288493242677,0.12283357055605215,0.15111224374184018,0.2567603015087293,0.899050140777067,0.767221033573151,58826731,33516.87828605646,19872.410004071582,FALSE,micro,survey
Other High Income Countries,OHI,Italy,ITA,2009,national,EU-SILC,national,2009,income,1,2003 - 2018,2.15,0.00911579303760209,0.006157688992437435,0.005263649681813149,0.003942657288454976,49.284241870983664,41.99565754347929,0.22252774786718774,0.3383577039072794,0.2814202849202538,0.023102473337604873,0.04418201771645809,0.0564990650497129,0.06793164655700273,0.079173121803668,0.09170391014254314,0.10624366031079063,0.12427475576824615,0.15254584171832797,0.2543435075956372,0.9060156581152435,0.767221033573151,59095365,31602.558973106683,19484.984645056666,FALSE,micro,survey
Other High Income Countries,OHI,Italy,ITA,2010,national,EU-SILC,national,2010,income,1,2003 - 2018,2.15,0.012652895258428899,0.009166806207150192,0.00800688437220339,0.0061205117855612405,48.38909210463131,41.045001717315614,0.2434760245683806,0.34721308324718436,0.28017558286426,0.02053768904673602,0.043152871897059034,0.05653943288026485,0.06798133986497239,0.07878826661381835,0.09103389522590666,0.10506561165911904,0.12315523576601856,0.15211822589031299,0.26162743115578657,0.9198370747564122,0.767221033573151,59277417,32045.284070541435,19629.1633001901,FALSE,micro,survey
Other High Income Countries,OHI,Italy,ITA,2011,national,EU-SILC,national,2011,income,1,2003 - 2018,2.15,0.011560481495331473,0.008773892474940473,0.00776290426457708,0.006511218410835611,47.667455257963105,40.20274610273436,0.24338840991869254,0.3505721451796474,0.2864011107255495,0.021121447835374597,0.042558503983066175,0.055459040881644994,0.06697375440800007,0.07823164588479181,0.09064900951168875,0.1046799666267651,0.12322108274999288,0.15313406165550436,0.2639714864631755,0.9454143589801173,0.767221033573151,59379449,32216.497998309605,19608.12772259328,FALSE,micro,survey
Other High Income Countries,OHI,Italy,ITA,2012,national,EU-SILC,national,2012,income,1,2003 - 2018,2.15,0.012006084908033529,0.00823805614922941,0.007122680999016158,0.005433341848712605,45.516342250660905,38.427173151561064,0.24670700499312695,0.3515561059221849,0.2841533165845703,0.020209678669839217,0.04282659094448166,0.05531875497533226,0.06727082748183388,0.0786264452252024,0.09048785927128039,0.10457983870343018,0.1233836516767235,0.15306610828279288,0.264230244769072,0.9741678292821914,0.767221033573151,59539717,31172.01976466155,18828.906566965747,FALSE,micro,survey
Other High Income Countries,OHI,Italy,ITA,2013,national,EU-SILC,national,2013,income,1,2003 - 2018,2.15,0.013731672064982896,0.010843874120692654,0.009849989501991827,0.005789089950629296,44.99789103338273,38.16923322024979,0.24696486261551073,0.34911849228906566,0.28997484323877865,0.01967790374488293,0.04265862236554856,0.0556255186442418,0.06734276413442122,0.07865274439401498,0.09157589333403582,0.10592821329960217,0.12492630059930576,0.15433192698073328,0.2592801125032069,0.9860526138497685,0.767221033573151,60233948,30245.461464640943,18156.995076996558,FALSE,micro,survey
Other High Income Countries,OHI,Italy,ITA,2014,national,EU-SILC,national,2014,income,1,2003 - 2018,2.15,0.012321202992810556,0.009051357114397226,0.008005574169265698,0.0053465128141663735,44.807503770996625,38.351415964059385,0.2417080361112369,0.34657328304023793,0.2890343236505346,0.019769092533252708,0.042177653450404175,0.05579833388760921,0.06764204961689252,0.07949779259750128,0.09212295036161355,0.10683662684334116,0.12576717273754562,0.15505629443360214,0.2553320335382355,0.9884294725140849,0.767221033573151,60789140,29967.86442132301,18022.588294831632,FALSE,micro,survey
Other High Income Countries,OHI,Italy,ITA,2015,national,EU-SILC,national,2015,income,1,2003 - 2018,2.15,0.019488664076009993,0.014087745484319396,0.01244366380020555,0.008550979251537714,45.92574070402922,39.45245828803101,0.26498602388402775,0.3539743647773671,0.29715938353556587,0.017458871696967998,0.04118892282093004,0.054198126737484385,0.06676315336809921,0.0796053344605111,0.09276441556333809,0.10772235966929566,0.1267514384257788,0.1559216558248815,0.2576257214327098,0.9888129251032317,0.767221033573151,60730582,30230.2263021296,18370.487884172457,FALSE,micro,survey
Other High Income Countries,OHI,Italy,ITA,2016,national,EU-SILC,national,2016,income,1,2003 - 2018,2.15,0.016299454933417043,0.012401973532125521,0.011199127076847582,0.00934652000837992,47.02356974220828,40.31917538883204,0.2593424823251132,0.35246249612216607,0.29309362106669234,0.019026681298230125,0.04164794829281413,0.05470924558405104,0.06656865311230362,0.07905271646235082,0.09241023182569497,0.10675068817823996,0.12538075304564322,0.15484111037023884,0.2596119718304333,0.9878832771441484,0.767221033573151,60627498,30673.30784034252,18631.18100404977,FALSE,micro,survey
Other High Income Countries,OHI,Italy,ITA,2017,national,EU-SILC,national,2017,income,1,2003 - 2018,2.15,0.01421634252619968,0.011158032391717157,0.010138117667444236,0.00985945252067599,47.84581892880183,40.532335419878216,0.2644436322417681,0.35928000947353456,0.2952978898395151,0.018802267919628437,0.0408146214009705,0.053726405143233874,0.06621376710863139,0.07827681539389092,0.09122034804978452,0.10542659189512721,0.12423911510987307,0.15466138181352018,0.2666186861653512,1,0.767221033573151,60536709,31231.664446464598,18946.220758961976,FALSE,micro,survey
Other High Income Countries,OHI,Italy,ITA,2018,national,EU-SILC,national,2018,income,1,2003 - 2018,2.15,0.014576468712415528,0.010169317031026475,0.009146687895235924,0.010042523443805764,48.04954975093373,40.67494319780986,0.2563745613733495,0.35222570628735184,0.29582508276093583,0.01911110548752769,0.04170399412794906,0.05497332253113209,0.06674696884629627,0.07875087910334827,0.09133329434842652,0.10665996604293398,0.12562972843468273,0.15585162105880757,0.2592391200189065,1.011374871223371,0.767221033573151,60421760,31580.777182284954,19158.761418814123,FALSE,micro,survey
Latin America & Caribbean,LAC,Jamaica,JAM,1988,national,SLC,national,1988,consumption,0,1988 - 1993,2.15,0.0463553955078125,0.01283359188055043,0.0063160399387121036,0.014854533532487738,10.263722086040389,7.400340471212715,0.3214320133499212,0.43155024977112466,0.3684725305658169,0.021420190863479793,0.032686332431948295,0.043464416926171645,0.054334107504040774,0.06590088702735875,0.07898476222726447,0.09499130237934861,0.11699275528613429,0.15458738716944231,0.33663785818481107,0.017906367026094244,70.3915863037109,2389415,4037.095308964054,,FALSE,group,survey
Latin America & Caribbean,LAC,Jamaica,JAM,1990,national,SLC,national,1990,consumption,1,1990 - 2004,2.15,0.028804874671098185,0.005950623700042347,0.0020420145502949255,0.0074501164567618485,9.575710622514508,6.882897829804046,0.281545902631432,0.4111373537364199,0.3617911765176417,0.024658348417915883,0.03677565101275519,0.04593936393556494,0.05574287691339064,0.06639302944063177,0.07835972509641781,0.09469249911654848,0.11806118621640072,0.1588586700663278,0.32051864978404476,0.028877242039776145,70.3915863037109,2419901,4451.635114300846,,FALSE,micro,survey
Latin America & Caribbean,LAC,Jamaica,JAM,1993,national,SLC,national,1993,consumption,0,1988 - 1993,2.15,0.07418186035156249,0.019405386110329895,0.00882175722268519,0.02322189284901667,6.769939725573108,5.5002555640654665,0.2160526468189034,0.35673421746510314,0.30423776957624893,0.027177851292071453,0.04077515873858806,0.05266907150985384,0.063913401640324,0.07530271150351225,0.08768626037425331,0.10233827511921129,0.1218708500526896,0.1541267687913851,0.2741396509781111,0.09648108803973338,70.3915863037109,2484583,5070.834255520745,,FALSE,group,survey
Latin America & Caribbean,LAC,Jamaica,JAM,1996,national,SLC,national,1996,consumption,1,1990 - 2004,2.15,0.025628608118652717,0.005942742774904743,0.0020634090084855304,0.007479015688931458,10.351951789395658,7.654276815377153,0.27493193945138156,0.4039490228751146,0.32534713488490785,0.02513577263774947,0.03896752077383997,0.04768472644445752,0.057752792757515284,0.06868953152764487,0.08024150701553165,0.09336290668411396,0.11349386905511155,0.14789690645046027,0.32677446665357524,0.16651975272609196,70.3915863037109,2558631,5103.704611830847,,FALSE,micro,survey
Latin America & Caribbean,LAC,Jamaica,JAM,1999,national,SLC,national,1999,consumption,1,1990 - 2004,2.15,0.0231470324604808,0.005387856321311341,0.0022083735405791596,0.006085869740883607,13.94051218850561,9.663564194511762,0.33172840484221644,0.44080198709731966,0.36652541643335657,0.02049867187952738,0.0340841452590918,0.04387196493460016,0.0538432086399816,0.06378656805563326,0.07553456864455416,0.08922024329567879,0.11235414078915601,0.15649852205534137,0.35030796644643447,0.2094673458192887,70.3915863037109,2632677,4839.287842418073,,FALSE,micro,survey
Latin America & Caribbean,LAC,Jamaica,JAM,2002,national,SLC,national,2002,consumption,1,1990 - 2004,2.15,0.021286912557726974,0.00547158593826176,0.002376564688315487,0.008074573918777883,15.250262983554615,9.561661057194135,0.4012015971480081,0.48315962613460006,0.44431851064701844,0.018208263837206973,0.02957043492238074,0.03775930135961269,0.04653290433137103,0.05670812488879437,0.0691979343937954,0.08743677020334911,0.11279822882282126,0.16168638430570753,0.38010165293495857,0.25545674593055606,70.3915863037109,2692843,4933.534334356188,,FALSE,micro,survey
Latin America & Caribbean,LAC,Jamaica,JAM,2004,national,SLC,national,2004,consumption,1,1990 - 2004,2.15,0.011772459269900212,0.002550374308329712,7.902590785562336e-4,0.0030837370815450767,15.20578856491706,9.95349996428036,0.34862354691523095,0.45457474366228456,0.4136975375874909,0.020643458183785435,0.032158304340554486,0.04165695660752093,0.05057453673187387,0.060013547806338136,0.07224304598961831,0.0903275044371305,0.11615656163460841,0.1586477639290233,0.35757832033954595,0.31689571014170226,70.3915863037109,2725017,5120.929447727747,,FALSE,micro,survey
Middle East & North Africa,MNA,Jordan,JOR,1986,national,HEIS,national,1986.5,consumption,0,1986 - 1997,2.15,0,0,0,0,17.092538352827777,13.329676259401188,0.2128817327110027,0.3606142977863347,0.3205263242420581,0.03137484420486525,0.04134775890498965,0.051146444664496804,0.06122514998691431,0.07210775751476028,0.0845452790028921,0.09985284761685476,0.12089632107492665,0.15637984550871253,0.28112375152058766,0.25804352781074885,0.329168230295181,3015294,4161.38998292516,3102.5114145716334,FALSE,group,survey
Middle East & North Africa,MNA,Jordan,JOR,1992,national,HEIS,national,1992,consumption,0,1986 - 1997,2.15,0.006385363769531249,0.0013401872379948743,5.646816313908953e-4,0.0015728506052368647,13.429600273774035,9.336100518322976,0.3188765824549704,0.43362624241310066,0.36020990862358276,0.02538846645660675,0.03450319807399338,0.04365997528383159,0.053253186334043856,0.0637786272628158,0.07598782398143145,0.09124346941891481,0.11259820597653836,0.14969223564118228,0.34989481157064173,0.45173336666495106,0.329168230295181,3977667,3387.608150037309,2304.6176192378553,FALSE,group,survey
Middle East & North Africa,MNA,Jordan,JOR,1997,national,HEIS,national,1997,consumption,0,1986 - 1997,2.15,0.004066491699218749,0.0011295031707069724,6.539374337498349e-4,0.0012446984718468054,11.687688423999692,9.009786023556526,0.2220108502991867,0.3642055577524518,0.2914715738465368,0.03268721004697339,0.04289945531063322,0.05243880641798304,0.06188982289067679,0.07180964462900508,0.08290829752311818,0.0963654084452813,0.11472596845593835,0.1459050412274432,0.29837034505294746,0.5426447040289806,0.329168230295181,4848536,3414.1222279067624,2234.175865832977,FALSE,group,survey
Middle East & North Africa,MNA,Jordan,JOR,2002,national,HEIS,national,2002.5,consumption,1,2002,2.15,0.0019518050501703633,2.352025837483412e-4,8.813133046519903e-5,3.368729291249664e-4,13.742804920937072,10.444268893279558,0.2237014727510516,0.3695461630006004,0.31233626210522414,0.02979531723235156,0.0424622798391909,0.05185308917770309,0.06096423233056418,0.07081875503567059,0.08217394372750525,0.09652878915984336,0.11678449416460435,0.1534854295875383,0.2951336697450264,0.5919709695249061,0.329168230295181,5317514,3848.8235602195755,2688.36622833556,FALSE,micro,survey
Middle East & North Africa,MNA,Jordan,JOR,2006,national,HEIS,national,2006.14,consumption,2,2006,2.15,9.088745132000124e-4,1.0972184402308874e-4,2.851055368490158e-5,1.29217289254279e-4,15.085861643526618,11.91961479313553,0.18731416968693795,0.3385625356337215,0.27679136421234646,0.03331733913973544,0.04694866381428269,0.056401346513352255,0.06535912866965299,0.07402297004735406,0.08447251847455423,0.09774329995428449,0.11708969545068298,0.14970315289435288,0.27494188504174677,0.6790056816129381,0.329168230295181,5991547,4515.591133674124,3306.2602849168875,FALSE,micro,survey
Middle East & North Africa,MNA,Jordan,JOR,2008,national,HEIS,national,2008.16,consumption,3,2008 - 2010,2.15,1.0805056927010878e-4,2.840193237046652e-5,7.4656687866216735e-6,3.2952660659399446e-05,15.060466029521438,12.072028514577793,0.17101575480263065,0.3257345028644143,0.26817165622190187,0.03568114515471488,0.04851268037744089,0.05754975230420886,0.06623076191232022,0.0754299701357315,0.08539910943646506,0.09795382003286313,0.11661071428682152,0.15088676368265497,0.265745282676783,0.8042827539886848,0.329168230295181,6556473,4786.748451343738,3186.9368026492416,FALSE,micro,survey
Middle East & North Africa,MNA,Jordan,JOR,2010,national,HEIS,national,2010.24,consumption,3,2008 - 2010,2.15,4.0854882816192e-4,8.150233950211761e-5,1.9935697993700647e-5,9.376748340315192e-5,16.924390371835504,13.392006936761915,0.18385463881974407,0.336557303109807,0.2767138620141738,0.034539971068804326,0.047442425061467286,0.05636741648472876,0.06469005877813722,0.07395515399845728,0.0844161809638046,0.09741970038271053,0.11709610132027803,0.14955599124624985,0.2745170006953881,0.846384773673734,0.329168230295181,7261541,4644.169369608142,2928.2513347519844,FALSE,micro,survey
Other High Income Countries,OHI,Japan,JPN,2008,national,JHPS-LIS,national,2008,income,0,2008 - 2013,2.15,0.004798256078947563,0.002002637431454552,0.0012135654975524793,0.00321332888867349,42.96823695227018,36.59409854467315,0.22369469579552112,0.3484231506323008,0.28841540398115534,0.022822898847953545,0.041419731734595344,0.05489120158757356,0.06649700448694866,0.07881650655128533,0.0913904626228716,0.10538526481276855,0.12379634414479546,0.15350880052510185,0.2614717846861053,0.9821625007650399,113.023170471191,128063000,33557.64540415313,18540.530274656234,FALSE,micro,survey
Other High Income Countries,OHI,Japan,JPN,2010,national,JHPS-LIS,national,2010,income,0,2008 - 2013,2.15,0,0,0,0,51.814416577248934,42.6465785611926,0.17613732073514382,0.32100320430083373,0.2605113435880817,0.0325445835621319,0.04903853895765711,0.05885419952305958,0.06815952879926812,0.07747131384105105,0.08725904591759182,0.10110311787158416,0.12052321187084186,0.14823547050130492,0.2568109891555085,0.961873351678633,113.023170471191,128070000,32942.2020783725,18797.965609383395,FALSE,micro,survey
Other High Income Countries,OHI,Japan,JPN,2013,national,JHPS-LIS,national,2013,income,0,2008 - 2013,2.15,0.007278878874245952,0.0019888546236644955,7.601195968277287e-4,0.002574062747400651,49.75940779067486,41.49211238573401,0.19809484068645153,0.32854728622737983,0.25137423065153075,0.029042357786174793,0.048392382556884106,0.05954827173760789,0.06882670019381348,0.0775863188151065,0.08797207466604828,0.09947284950211543,0.11778205031988276,0.1472893171409,0.2640876772814674,0.9620424309787328,113.023170471191,127445000,34239.88624736835,19671.919648031577,FALSE,micro,survey
Europe & Central Asia,ECA,Kazakhstan,KAZ,1993,national,HBS,national,1993,income,0,1993,2.15,0.08435302842041273,0.014607221920476018,0.0034288645124462974,0.017951843515111796,6.021820552357326,5.077065217399326,0.17878389781112936,0.3266573479388877,0.2854003643975417,0.03065540029174446,0.04420218574357504,0.05602810837608113,0.06718226062910215,0.07844729981035747,0.09064718096164404,0.10499674871779574,0.12393477771209704,0.15452715790093874,0.24937887985666418,0.0022088848255982087,125.263374328613,16380672,4453.564792060157,3050.918445025067,FALSE,group,survey
Europe & Central Asia,ECA,Kazakhstan,KAZ,1996,national,LSMS,national,1996,consumption,1,1996,2.15,0.07940509200907486,0.02152556215777243,0.009021751437187694,0.029290155954092813,6.4223873177322925,5.093653868450153,0.2126923059965013,0.3537830814027071,0.330777557086054,0.026590833264099924,0.04191379327829741,0.0523060861805828,0.0627508985689311,0.07414588417630186,0.08703519963125789,0.1049316476654869,0.12730706041510131,0.16011701201334871,0.2629015848065932,0.16788027826326957,125.263374328613,15578227,3776.0839146862154,1850.6470602352533,FALSE,micro,survey
Europe & Central Asia,ECA,Kazakhstan,KAZ,2001,national,HBS,national,2001,consumption,2,2001 - 2004,2.15,0.12814419388579004,0.03274404794681607,0.01265569849839532,0.04286538261674572,5.579557845914472,4.485356389617657,0.2189838953440735,0.35964758556845156,0.31919891549857865,0.026413333226729147,0.04101976695087682,0.05188834365028755,0.0625719880635094,0.07413777317891171,0.08738192296490038,0.10296479213984794,0.12466020622379326,0.15755342664140537,0.2714084469597373,0.28048261838995586,125.263374328613,14858335,5055.3138661373305,2186.5450341151713,FALSE,micro,survey
Europe & Central Asia,ECA,Kazakhstan,KAZ,2002,national,HBS,national,2002,consumption,2,2001 - 2004,2.15,0.08887372077118627,0.019140834438752426,0.0064861597121121965,0.023975747328556774,5.897024409815723,4.735254689120066,0.20125376846405002,0.348111400229245,0.3058202982447531,0.029555148000468184,0.04344096923086878,0.05361498207651545,0.06354770911010957,0.07440000304241276,0.08699646576910897,0.10222766960024338,0.12282693468089345,0.15544131981996467,0.26794879866941856,0.2968541711673503,125.263374328613,14858948,5550.505631645956,2243.2825293281007,FALSE,micro,survey
Europe & Central Asia,ECA,Kazakhstan,KAZ,2003,national,HBS,national,2003,consumption,2,2001 - 2004,2.15,0.06167813187707131,0.012616055812002503,0.004102041618374642,0.015575579209845786,6.340362297498647,5.185882487045352,0.18809053539473175,0.3369147880363955,0.2989938934945011,0.030648322708667804,0.04458932076459327,0.054653289725992524,0.06471998332714707,0.0757952770553717,0.0884618723795752,0.10375232314424016,0.12400940536954658,0.1554997059937716,0.2578704995310894,0.31596627901179797,125.263374328613,14909019,6046.328017166384,2499.235493795746,FALSE,micro,survey
Europe & Central Asia,ECA,Kazakhstan,KAZ,2004,national,HBS,national,2004,consumption,2,2001 - 2004,2.15,0.0331670659014992,0.005638896820144877,0.0015692404525311375,0.006703990509521215,6.715832890464671,5.562023217290197,0.1666918838155295,0.3183875853262661,0.27446794889134996,0.03408977371526346,0.047909640142052956,0.057595481837152726,0.0671147039864837,0.07727354674744505,0.08909654913822801,0.10336064471166517,0.12193936986234988,0.15061018099120072,0.25101010886815467,0.3377112641965711,125.263374328613,15012984,6580.885048639467,2825.7667915780885,FALSE,micro,survey
Europe & Central Asia,ECA,Kazakhstan,KAZ,2005,national,HBS,national,2005,consumption,3,2005 - 2018,2.15,0.08661421346861133,0.02071332106035494,0.007475640133648288,0.02635558574371416,7.344751774629941,5.5366678516298125,0.2681671720617258,0.39826039951185144,0.369326551044766,0.02331577714012635,0.036176686155341864,0.04618866130613006,0.0568412291720994,0.06874579143982965,0.082802722449388,0.10017103712535186,0.1244492955929879,0.16410099177832937,0.2972078078403869,0.3637668807245986,125.263374328613,15147029,7155.3436630102715,3100.095498481564,FALSE,micro,survey
Europe & Central Asia,ECA,Kazakhstan,KAZ,2006,national,HBS,national,2006,consumption,3,2005 - 2018,2.15,0.010114723183260423,0.0015980902848765455,4.4007261172270375e-4,0.0018940926899587195,8.211945007494602,6.793868977778925,0.15170111879872653,0.3024386524999382,0.24438565654148117,0.03708979268592987,0.05222012101444782,0.06142417377637441,0.06942221672776946,0.0781018911838122,0.08821154425266159,0.10073804993789731,0.11813028384606805,0.145517364125887,0.24914456244915273,0.3954935392460816,125.263374328613,15308085,7837.629145070802,3452.730163148358,FALSE,micro,survey
Europe & Central Asia,ECA,Kazakhstan,KAZ,2007,national,HBS,national,2007,consumption,3,2005 - 2018,2.15,0.0038554861315699277,6.398675668621077e-4,1.4563300958843385e-4,7.290527600557278e-4,9.516655759237072,7.927813165642123,0.14911969478266432,0.30084056310406393,0.24700957117611827,0.03772702388936476,0.05172608473087109,0.06091443645224816,0.06948707927762796,0.07829707962465496,0.08888075198530199,0.10135213505439478,0.11885376043367019,0.14652513912056042,0.24623650943130815,0.43839203850441716,125.263374328613,15484192,8438.104645155054,3782.6435135014253,FALSE,micro,survey
Europe & Central Asia,ECA,Kazakhstan,KAZ,2008,national,HBS,national,2008,consumption,3,2005 - 2018,2.15,0.0024286519069544477,1.7322250704653318e-4,1.6627047532570296e-5,1.822270732227734e-4,9.45971551363502,7.952517226806852,0.13245123432841682,0.2849644381821119,0.23614324963423503,0.040228466043346275,0.054370691485068734,0.0627929805074997,0.07093140225810798,0.07957009707529666,0.08954941386252457,0.10237349385799338,0.11869000695415455,0.14501872691225604,0.23647472104378098,0.5135320353542396,125.263374328613,15776938,8554.823573023072,3986.4505881231853,FALSE,micro,survey
Europe & Central Asia,ECA,Kazakhstan,KAZ,2009,national,HBS,national,2009,consumption,3,2005 - 2018,2.15,0.0024416531660974524,3.152034717697553e-4,6.359253230988193e-5,3.5393276724690625e-4,9.335916615237236,7.951996193481095,0.1297745723726699,0.28208866774111074,0.23707582488033016,0.03964920742895218,0.05427101084253642,0.06314443731551701,0.07123030343373721,0.08018036039380888,0.09049119735930222,0.10332660479497519,0.12026220061297677,0.14615659547567872,0.23128808234254739,0.5511024176167174,125.263374328613,16092822,8487.544829931177,3926.2553523945194,FALSE,micro,survey
Europe & Central Asia,ECA,Kazakhstan,KAZ,2010,national,HBS,national,2010,consumption,3,2005 - 2018,2.15,0.0019512290444497447,2.831919261442235e-4,7.629305811320019e-5,3.356371780868086e-4,9.928318527020966,8.430737354263053,0.12713976694390172,0.27954511752063493,0.2347681331130016,0.04059748339217987,0.05480719510728483,0.06325724932218459,0.07145601132724269,0.08027629193302097,0.09038702534789683,0.1029764511449911,0.11957198446951689,0.14578760590016582,0.2308827020555113,0.5918865589296333,125.263374328613,16321872,8979.332283783167,4314.892997533075,FALSE,micro,survey
Europe & Central Asia,ECA,Kazakhstan,KAZ,2011,national,HBS,national,2011,consumption,3,2005 - 2018,2.15,7.109477073056423e-4,1.0059605414132941e-4,2.763574751231297e-5,1.1937773972130734e-4,11.784867103225197,10.044237616844127,0.1267665458283794,0.2798384378555344,0.23855074545512345,0.040929052832592024,0.05428853457384963,0.06281910805515442,0.07099269610806,0.08022450067161213,0.09070063419531649,0.1035144002406948,0.12024693137926368,0.14673063587988167,0.22955350606356195,0.6417523422219878,125.263374328613,16557202,9506.734053483236,4761.068941855538,FALSE,micro,survey
Europe & Central Asia,ECA,Kazakhstan,KAZ,2012,national,HBS,national,2012,consumption,3,2005 - 2018,2.15,3.8424108022430415e-4,7.381243329895626e-5,1.8538500042592207e-5,8.543742434864439e-5,11.992633266044539,10.232968144337681,0.12798027965770892,0.28168821771057384,0.2426009877817688,0.04081552925807201,0.05347033580481418,0.062211816012954946,0.07075459546697224,0.08015278860471187,0.09096466792212421,0.10393170405076796,0.1209869927981444,0.14734864576947393,0.22936292431196625,0.674468308202961,125.263374328613,16792090,9823.69389729401,5167.45738550233,FALSE,micro,survey
Europe & Central Asia,ECA,Kazakhstan,KAZ,2013,national,HBS,national,2013,consumption,3,2005 - 2018,2.15,3.3109628637716316e-4,6.957777593006093e-5,2.4060614369667285e-5,8.693399386529536e-5,12.570521166182367,10.821952513300909,0.11847044965518315,0.27065428043571005,0.22858227809061232,0.04259345721026506,0.0555607881337785,0.06389522762421194,0.07224197494711032,0.08118563309706583,0.09150560096668636,0.10371739265639468,0.11969586633287554,0.14445524704459778,0.22514881198700942,0.7139004832921378,125.263374328613,17035551,10264.29806572928,5635.5375449227,FALSE,micro,survey
Europe & Central Asia,ECA,Kazakhstan,KAZ,2014,national,HBS,national,2014,consumption,3,2005 - 2018,2.15,1.9275258609872684e-4,1.3203822592781623e-5,3.2764685220979274e-6,1.529500147493522e-5,12.284417163074282,10.57000019924758,0.11891155613299904,0.2701585979856632,0.22482974086270766,0.04267471205246048,0.05585047665055485,0.06433861938733912,0.0723598742529169,0.08133565426884759,0.09139027396816496,0.10331113983157802,0.11905712219414089,0.14344346117107898,0.226238666222914,0.7617787556654425,125.263374328613,17288285,10539.044679822662,5626.899199115143,FALSE,micro,survey
Europe & Central Asia,ECA,Kazakhstan,KAZ,2015,national,HBS,national,2015,consumption,3,2005 - 2018,2.15,3.8270586712347285e-4,3.596989671876064e-5,5.617341150976452e-6,3.922875737654035e-5,11.724288837430448,10.061601039576335,0.11717361994280694,0.26803667418358146,0.22291937236109996,0.04335683221211984,0.05634355577511536,0.06469634072464837,0.07265722116406262,0.08110422992754929,0.09113538336037641,0.10322682493981283,0.11863939427077985,0.14297977644661308,0.22586044117892834,0.8125573046908021,125.263374328613,17542806,10510.77188841485,5646.1569076987535,FALSE,micro,survey
Europe & Central Asia,ECA,Kazakhstan,KAZ,2016,national,HBS,national,2016,consumption,3,2005 - 2018,2.15,5.052871764268448e-4,6.190623921417179e-5,1.8480971512466587e-5,7.508381716384078e-5,10.84045243738996,9.291081893768443,0.1199828830247867,0.2722532512349164,0.22727292547359618,0.04208502235593201,0.055553936300175806,0.06416663272237151,0.07232291767965185,0.0810504817608382,0.09104543358727935,0.10314367548848868,0.11898696618030535,0.1444739798593685,0.2271709540656094,0.9307520001098227,125.263374328613,17794055,10476.34757238695,5635.126014081033,FALSE,micro,survey
